datemissao;nudeputadoid;nulegislatura;numano;nummes;sgpartido;txnomeparlamentar;txtdescricao;txtdescricaoespecificacao;txtfornecedor;vlrdocumento
23/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO E SERVIÇOS ANDORINHA RIO CLARO LTDA.;10203
20/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO E-4 LTDA.;30
21/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO ENGENHEIRO LTDA.;50
15/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO ESCALADA LTDA.;7251
25/08/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO EWAMARO LTDA.;149
27/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO EXPED VILA GRANADA LTDA - EPP;20
14/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO EXPRESSO BRASIL LTDA.;20
30/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO F.L. 1 LTDA.;3255
06/07/2009 00:00;1958;2015;2009;7;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO FERRACINI E SOUZA LTDA.;20
22/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO FLÓRIDA RIBEIRÃO PRETO LTDA.;125
14/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO FORCA MAXIMA LTDA.;15
11/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO FRANCISCO MORATO LTDA.;30
05/03/2009 00:00;1958;2015;2009;3;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO GALENA LTDA.;50
29/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO GALENA LTDA.;12107
03/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO GOLD STAR LTDA.;30
16/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO GREEN LTDA.;20
18/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO GUARARAPES LTDA.;13245
26/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO IMPERIAL;11304
14/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO IMPERIO LTDA.;20
12/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO IMPÉRIO LTDA.;115
31/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO IMPERIO LTDA.;8217
23/07/2009 00:00;1958;2015;2009;7;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO INDEPENDENCIA DO CAMBUCI LTDA;40
22/08/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO INDEPENDENCIA DO CAMBUCI LTDA;60
25/08/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO INDEPENDENCIA DO CAMBUCI LTDA;20
20/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO INDEPENDÊNCIA DO CAMBUCI LTDA.;20
06/08/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO INDEPENDENCIA DO CAMBUCI LTDA.;20
09/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO INDEPENDENCIA DO CAMBUCI LTDA.;50
09/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO INVICTO LTDA.;10
13/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO IRMÃOS VENTURA LTDA.;20
09/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO IRMÃOS VENTURA LTDA.;50
25/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO IRMÃOS VENTURA LTDA.;50
30/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO IRMÃOS VENTURA LTDA.;50
01/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO IRMÃOS VENTURA LTDA.;50
09/07/2009 00:00;1958;2015;2009;7;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO JARDIM ITÁLAIA LTDA.;34
28/03/2009 00:00;1958;2015;2009;3;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO JARDIM ITALIA LTDA.;478
20/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO JARDIM ITALIA LTDA.;22
25/07/2009 00:00;1958;2015;2009;7;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO JARDIM ITÁLIA LTDA.;3479
01/08/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO JARDIM ITÁLIA LTDA.;32
15/08/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO JARDIM ITÁLIA LTDA.;20
