datemissao;nudeputadoid;nulegislatura;numano;nummes;sgpartido;txnomeparlamentar;txtdescricao;txtdescricaoespecificacao;txtfornecedor;vlrdocumento
08/02/2009 00:00;1958;2015;2009;2;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;CONCESSIONÁRIA RODOV. OESTE DE SP S/A;24
15/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;CONCESSIONÁRIA RODOV. OESTE DE SP S/A;63
12/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;CONCESSIONÁRIA RODOV. OESTE DE SP S/A;63
09/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;CONCESSIONÁRIA RODOV. OESTE DE SP S/A;42
20/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;CONCESSIONÁRIA RODOV. OESTE DE SP S/A;72
15/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;CONCESSIONÁRIA RODOV. OESTE DE SP S/A;63
25/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;DERSA DESENVOLVIMENTO RODOVIÁRIO S.A.;86
10/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;DERSA DESENVOLVIMENTO RODOVIÁRIO S.A.;86
25/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;DERSA DESENVOLVIMENTO S.A.;86
24/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;DERSA DESENVOLVIMENTO S.A.;86
22/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;ELBA ESPÍRITO SANTO SARDINHA FERREIRA - ME;20
08/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;ENILVA DIAS HATA - RESTAURANTE ME;64
19/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;FAUSTO RESTAURANTE LTDA.;58
13/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;LAPA CHOPERIA E RESTAURANTE LTDA. EPP;40
23/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;LIDER HOTEL LTDA. - EPP;1838
08/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;LILIAN ELIANE FISCHER ROMANO - ME;171
05/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;NATURETTO RESTAURANTE NATURAL LTDA. - ME;63
06/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;OMENA CONTE MAZZARI - RESTAURANTE - EPP;1188
09/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;PANIFICADORA JARDIM DO EDEN LTDA. - EPP;155
17/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;PANIFICADORA JARDIM DO EDEN LTDA. - EPP;322
04/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;PANIFICADORA JARDIM DO ÉDEN LTDA. - EPP;25
11/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;PANIFICADORA JARDIM DO EDEN LTDA. - EPP;25
19/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;PANIFICADORA JARDIM DO EDEN LTDA. - EPP;69
25/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;PANIFICADORA JARDIM DO EDEN LTDA. - EPP;94
28/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;PBJM COMÉCIO DE GÊNEROS ALIMENTÍCIOS LTDA.;35
15/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;PBJM COMÉRCIO DE GÊNEROS ALIMENTÍCIOS LTDA.;3776
16/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;POSTO BOLA PESADA LTDA.;14001
23/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;RA CATERING LTDA.;124
27/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;RESTAURANTE E CANTINA MAMA LEONE LTDA.;37
14/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;RESTAURANTE GOLDEN GRAGON LTDA.;42
06/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;RODOVIA DAS COLINAS S/A;6
06/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;RODOVIA DAS COLINAS S/A;6
09/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;RODOVIA DAS COLINAS S/A;6
11/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;RODOVIA DAS COLINAS S/A;6
28/03/2009 00:00;1958;2015;2009;3;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;RODOVIAS DAS COLINAS S/A;6
28/03/2009 00:00;1958;2015;2009;3;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;RODOVIAS DAS COLINAS S/A;5
06/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;RODOVIAS INTEGRADAS DO OESTE S.A;68
09/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;RODOVIAS INTEGRADAS DO OESTE S.A;68
06/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;RODOVIAS INTEGRADAS DO OESTE S.A;68
11/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;RODOVIAS INTEGRADAS DO OESTE S.A;68
10/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;RODOVIAS INTEGRADAS DO OESTE S.A;7
12/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;RODOVIAS INTEGRADAS DO OESTE S.A;7
01/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;RODOVIAS INTEGRADAS DO OESTE S.A;7
21/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;RODOVIAS INTEGRADAS DO OESTE S.A;7
28/03/2009 00:00;1958;2015;2009;3;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;RODOVIAS INTEGRADAS DO OESTE S/A;68
28/03/2009 00:00;1958;2015;2009;3;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;RODOVIAS INTEGRADAS DO OESTE S/A;68
08/02/2009 00:00;1958;2015;2009;2;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;RODOVIAS INTEGRADAS DO OESTE S/A;7
30/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;SERV. NAC. DE APRENDIZAGEM COMERCIAL - SENAC;10
21/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;SIMÃO SOCORRO E CIA LTDA.;25
20/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;SULTANE LANCHES LTDA. - ME;35
26/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;SUPERMERCADO FERNANDES DE IGARAÇU LTDA.;1138
12/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;VIAÇÃO COMETA S.A.;3117
08/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;VIAÇÃO COMETA S.A.;37
01/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;VIAÇÃO COMETA S.A.;3365
04/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;VIAÇÃO COMETA S.A.;322
03/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;VIAÇÃO GARCIA LTDA.;4795
03/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;VIAÇÃO GARCIA LTDA.;1018
01/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;VIAÇÃO GARCIA LTDA.;4787
01/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;LOCOMOÇÃO, ALIMENTAÇÃO E  HOSPEDAGEM;;VIAÇÃO GARCIA LTDA.;4787
08/08/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;5200 POSTO DE SERVIÇOS LTDA.;25
02/07/2009 00:00;1958;2015;2009;7;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;A.G. DE PINHO & CIA LTDA.;40
26/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AMAZONAS SERVIÇOS E ABASTECIMENTO LTDA.;10
08/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;ANHAIA MELLO COMÉRCIO DE COMBUSTÍVEIS LTDA.;20
14/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;ATLANTICA AUTO POSTO DE CONVENIENCIA LTDA.;50
26/03/2009 00:00;1958;2015;2009;3;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;ATLANTICA AUTO POSTO E CONVENIENCIA LTDA.;10
23/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;ATLANTICA AUTO POSTO E CONVENIENCIA LTDA.;50
23/07/2009 00:00;1958;2015;2009;7;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO  POSTO SANTOS DUMONT LTDA.;1001
01/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO  2000 LTDA;30
03/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO  2000 LTDA;40
12/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO 108 LTDA;47
11/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO 108 LTDA;58
12/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO 108 LTDA.;46
08/08/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO 108 LTDA.;30
16/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO 108 LTDA.;52
24/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO 108 LTDA.;61
16/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO 108 LTDA.;5604
03/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO 111 LTDA.;50
14/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO 2000 LTDA.;15
20/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO 5300 LTDA.;30
27/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO AEROPORTO LTDA.;119
06/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO AEROPORTO LTDA.;50
07/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO AEROPORTO LTDA.;11999
12/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO AEROPORTO LTDA.;11944
26/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO AEROPORTO LTDA.;50
28/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO AEROPORTO LTDA.;20
16/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO AEROPORTO LTDA.;11507
11/08/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO AEROPORTO LTDA.;12603
13/08/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO AEROPORTO LTDA.;7502
27/08/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO AEROPORTO LTDA.;10006
03/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO AEROPORTO LTDA.;100
17/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO AEROPORTO LTDA.;50
22/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO AEROPORTO LTDA.;7701
14/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO AEROPORTO LTDA.;30
10/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO AEROPORTO LTDA.;50
17/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO AEROPORTO LTDA.;11902
04/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO ARINELLA BROOKLIN LTDA;2001
18/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO B.M. FAZENDINHA LTDA.;50
01/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO BANDI LTDA.;10
07/08/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO BEIRIZ LTDA.;20
27/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO BELA CINTRA LTDA.;10002
08/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO BENETS LTDA.;62
25/03/2009 00:00;1958;2015;2009;3;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO BENETS LTDA.;4509
05/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO BENETS LTDA.;4001
07/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO BIRIBA LTDA.;10
28/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO BOM PASTOR LTDA.;20
10/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CARIOCA LTDA.;50
27/08/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CASA GRANDE LTDA.;12168
08/08/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CASTELAO 91 LTDA.;20
21/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CENTER PARAÍSO - LTDA.;20
06/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CENTER PARAÍSO - LTDA.;20
02/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CENTER PARAÍSO LTDA.;82
11/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CENTER PARAÍSO LTDA.;54
15/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CENTER PARAÍSO LTDA.;2998
03/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CENTER PARAÍSO LTDA.;456
09/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CENTER PARAÍSO LTDA.;515
16/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CENTER PARAÍSO LTDA.;708
23/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CENTER PARAISO LTDA.;569
07/12/2009 00:00;1958;2015;2009;12;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CENTER PARAISO LTDA.;707
03/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CENTER PARAÍSO LTDA.;110
12/03/2009 00:00;1958;2015;2009;3;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CENTER PARAISO LTDA.;88
10/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CENTER PARAISO LTDA.;127
12/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CENTER PARAISO LTDA.;108
03/07/2009 00:00;1958;2015;2009;7;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CENTER PARAISO LTDA.;100
24/07/2009 00:00;1958;2015;2009;7;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CENTER PARAÍSO LTDA.;50
15/08/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CENTER PARAISO LTDA.;100
06/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CENTER PARAÍSO LTDA.;116
16/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CENTER PARAÍSO LTDA.;107
09/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CERRO CORA LTDA.;10
21/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CINCO ESQUINAS LTDA.;50
14/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO COREONEL LTDA.;116
27/08/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CORONEL;3902
20/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CORONEL;122
31/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CORONEL DIOGO LTDA.;30
10/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CORONEL LTDA.;90
15/07/2009 00:00;1958;2015;2009;7;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CORONEL LTDA.;117
24/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CORONEL LTDA.;100
08/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CORONEL LTDA.;123
15/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO DE SERVIÇOS MARV. LTDA.;1395
09/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO DILMA LTDA.;20
10/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO DILMA LTDA.;87
04/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO DUQUE BERRINI LTDA.;1158
21/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO DUQUE BERRINI LTDA.;11428
02/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO DUQUE JK LTDA.;2001
15/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO DUQUE PIRATINIS LTDA.;14162
02/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO DUQUE SALIM MALUF LTDA.;10858
